genus,species,percent_cover,plot,native,richness,year,c_value
andropogon,gerardii,2,E3,1,1,1995,5
symphyotrichum,laeve,5,E3,1,1,1995,9
symphyotrichum,pilosum,3,E3,1,1,1995,0
comandra,umbellata,10,E3,1,1,1995,9
coreopsis,palmata,15,E3,1,1,1995,10
carex,pellita,3,E3,1,1,1995,4
erigeron,strigosus,1,E3,1,1,1995,5
eryngium,yuccifolium,5,E3,1,1,1995,9
fragaria,virginiana,10,E3,1,1,1995,0
liatris,aspera,5,E3,1,1,1995,8
dichanthelium,leibergii,10,E3,1,1,1995,10
ratibida,pinnata,5,E3,1,1,1995,4
rosa,carolina,50,E3,1,1,1995,5
silphium,terebinthinaceum,10,E3,1,1,1995,5
maianthemum,stellatum,5,E3,1,1,1995,5
sporobolus,heterolepis,2,E3,1,1,1995,10
zizia,aurea,10,E3,1,1,1995,5
allium,cernuum,5,F3,1,1,1995,7
amorpha,canescens,10,F3,1,1,1995,10
andropogon,gerardii,3,F3,1,1,1995,5
symphyotrichum,laeve,7,F3,1,1,1995,9
symphyotrichum,pilosum,2,F3,1,1,1995,0
comandra,umbellata,3,F3,1,1,1995,9
coreopsis,palmata,40,F3,1,1,1995,10
carex,pellita,4,F3,1,1,1995,4
eryngium,yuccifolium,10,F3,1,1,1995,9
fragaria,virginiana,10,F3,1,1,1995,0
liatris,aspera,5,F3,1,1,1995,8
dichanthelium,leibergii,10,F3,1,1,1995,10
ratibida,pinnata,3,F3,1,1,1995,4
rosa,carolina,10,F3,1,1,1995,5
silphium,terebinthinaceum,5,F3,1,1,1995,5
solidago,rigida,10,F3,1,1,1995,3
viola,sororia,7,F3,1,1,1995,3
allium,cernuum,5,G3,1,1,1995,7
symphyotrichum,laeve,20,G3,1,1,1995,9
comandra,umbellata,10,G3,1,1,1995,9
coreopsis,palmata,10,G3,1,1,1995,10
carex,buxbaumii,3,G3,1,1,1995,10
carex,pensylvanica,75,G3,1,1,1995,5
eryngium,yuccifolium,5,G3,1,1,1995,9
drymocallis,arguta,5,G3,1,1,1995,10
psoralidium,tenuiflorum,2,G3,1,1,1995,10
rosa,carolina,30,G3,1,1,1995,5
silphium,integrifolium,5,G3,1,1,1995,5
silphium,laciniatum,30,G3,1,1,1995,5
maianthemum,stellatum,7,G3,1,1,1995,5
symphyotrichum,ericoides,5,H3,1,1,1995,6
symphyotrichum,laeve,10,H3,1,1,1995,9
symphyotrichum,pilosum,10,H3,1,1,1995,0
cirsium,discolor,10,H3,1,1,1995,3
comandra,umbellata,10,H3,1,1,1995,9
carex,pellita,5,H3,1,1,1995,4
fragaria,virginiana,10,H3,1,1,1995,0
dichanthelium,leibergii,5,H3,1,1,1995,10
prunella,vulgaris ssp. lanceolata,3,H3,1,1,1995,1
ratibida,pinnata,10,H3,1,1,1995,4
rosa,carolina,50,H3,1,1,1995,5
rudbeckia,hirta,1,H3,1,1,1995,1
silphium,laciniatum,3,H3,1,1,1995,5
solidago,gigantea,3,H3,1,1,1995,4
solidago,rigida,10,H3,1,1,1995,3
viola,sororia,10,H3,1,1,1995,3
achillea,millefolium,2,I3,1,1,1995,0
allium,canadense,5,I3,1,1,1995,3
allium,cernuum,5,I3,1,1,1995,7
symphyotrichum,laeve,5,I3,1,1,1995,9
comandra,umbellata,15,I3,1,1,1995,9
equisetum,arvense,3,I3,1,1,1995,0
eryngium,yuccifolium,15,I3,1,1,1995,9
liatris,spicata,3,I3,1,1,1995,7
oenothera,biennis,3,I3,1,1,1995,0
dichanthelium,leibergii,5,I3,1,1,1995,10
ratibida,pinnata,3,I3,1,1,1995,4
rosa,carolina,25,I3,1,1,1995,5
silphium,laciniatum,10,I3,1,1,1995,5
silphium,terebinthinaceum,5,I3,1,1,1995,5
sporobolus,heterolepis,90,I3,1,1,1995,10
apocynum,cannabinum,2,J3,1,1,1995,2
comandra,umbellata,5,J3,1,1,1995,9
carex,pellita,10,J3,1,1,1995,4
eryngium,yuccifolium,20,J3,1,1,1995,9
galium,obtusum,2,J3,1,1,1995,5
geum,aleppicum,1,J3,1,1,1995,3
pycnanthemum,virginianum,60,J3,1,1,1995,5
rosa,carolina,75,J3,1,1,1995,5
silphium,laciniatum,5,J3,1,1,1995,5
viola,sororia,1,J3,1,1,1995,3
ambrosia,artemisiifolia,2,K3,1,1,1995,0
apocynum,cannabinum,3,K3,1,1,1995,2
symphyotrichum,lanceolatum,5,K3,1,1,1995,3
carex,pellita,20,K3,1,1,1995,4
geum,aleppicum,5,K3,1,1,1995,3
helianthus,grosseserratus,3,K3,1,1,1995,4
lycopus,americanus,10,K3,1,1,1995,4
persicaria,pensylvanica,5,K3,1,1,1995,0
rorippa,palustris,10,K3,1,1,1995,4
rosa,carolina,10,K3,1,1,1995,5
symphyotrichum,lanceolatum,4,L3,1,1,1995,3
carex,pellita,10,L3,1,1,1995,4
geum,aleppicum,20,L3,1,1,1995,3
glyceria,striata,75,L3,1,1,1995,4
lycopus,americanus,5,L3,1,1,1995,4
oenothera,biennis,5,L3,1,1,1995,0
potentilla,norvegica,5,L3,1,1,1995,0
acer,saccharinum,5,A4,1,1,1995,1
calamagrostis,canadensis,30,A4,1,1,1995,6
chenopodium,album,20,A4,0,1,1995,0
carex,pellita,20,A4,1,1,1995,4
helianthus,grosseserratus,10,A4,1,1,1995,4
rosa,carolina,20,A4,1,1,1995,5
solidago,canadensis,10,A4,1,1,1995,1
apocynum,cannabinum,5,B4,1,1,1995,2
symphyotrichum,novae-angliae,2,B4,1,1,1995,3
carex,pellita,10,B4,1,1,1995,4
pycnanthemum,virginianum,15,B4,1,1,1995,5
rosa,carolina,20,B4,1,1,1995,5
silphium,terebinthinaceum,15,B4,1,1,1995,5
solidago,canadensis,30,B4,1,1,1995,1
veronicastrum,virginicum,5,B4,1,1,1995,8
ambrosia,trifida,5,C4,1,1,1995,0
apocynum,cannabinum,3,C4,1,1,1995,2
comandra,umbellata,1,C4,1,1,1995,9
carex,pellita,3,C4,1,1,1995,4
eryngium,yuccifolium,3,C4,1,1,1995,9
fragaria,virginiana,2,C4,1,1,1995,0
juncus,balticus ssp. littoralis,5,C4,1,1,1995,2
pycnanthemum,virginianum,75,C4,1,1,1995,5
ratibida,pinnata,1,C4,1,1,1995,4
silphium,terebinthinaceum,10,C4,1,1,1995,5
solidago,gigantea,3,C4,1,1,1995,4
spartina,pectinata,5,C4,1,1,1995,4
sporobolus,heterolepis,3,C4,1,1,1995,10
tradescantia,ohiensis,5,C4,1,1,1995,3
veronicastrum,virginicum,3,C4,1,1,1995,8
ambrosia,artemisiifolia,1,D4,1,1,1995,0
apocynum,cannabinum,10,D4,1,1,1995,2
carex,pellita,5,D4,1,1,1995,4
juncus,balticus ssp. littoralis,5,D4,1,1,1995,2
pycnanthemum,virginianum,80,D4,1,1,1995,5
rosa,carolina,30,D4,1,1,1995,5
rudbeckia,hirta,1,D4,1,1,1995,1
silphium,terebinthinaceum,5,D4,1,1,1995,5
spartina,pectinata,5,D4,1,1,1995,4
tradescantia,ohiensis,2,D4,1,1,1995,3
veronicastrum,virginicum,3,D4,1,1,1995,8
allium,canadense,1,E4,1,1,1995,3
schizachyrium,scoparium,1,E4,1,1,1995,5
baptisia,bracteata,20,E4,1,1,1995,10
comandra,umbellata,3,E4,1,1,1995,9
carex,buxbaumii,3,E4,1,1,1995,10
carex,pellita,10,E4,1,1,1995,4
eryngium,yuccifolium,15,E4,1,1,1995,9
fragaria,virginiana,2,E4,1,1,1995,0
galium,obtusum,1,E4,1,1,1995,5
heuchera,richardsonii,5,E4,1,1,1995,10
poa,pratensis,2,E4,0,1,1995,0
pycnanthemum,virginianum,1,E4,1,1,1995,5
rosa,carolina,80,E4,1,1,1995,5
silphium,terebinthinaceum,5,E4,1,1,1995,5
sisyrinchium,albidum,1,E4,1,1,1995,6
solidago,gigantea,5,E4,1,1,1995,4
spartina,pectinata,7,E4,1,1,1995,4
veronicastrum,virginicum,3,E4,1,1,1995,8
viola,sororia,2,E4,1,1,1995,3
achillea,millefolium,1,F4,1,1,1995,0
allium,cernuum,3,F4,1,1,1995,7
symphyotrichum,laeve,2,F4,1,1,1995,9
comandra,umbellata,10,F4,1,1,1995,9
coreopsis,palmata,20,F4,1,1,1995,10
carex,buxbaumii,1,F4,1,1,1995,10
carex,pellita,10,F4,1,1,1995,4
eryngium,yuccifolium,7,F4,1,1,1995,9
fragaria,virginiana,10,F4,1,1,1995,0
gentiana,puberulenta,7,F4,1,1,1995,10
liatris,aspera,5,F4,1,1,1995,8
liatris,spicata,3,F4,1,1,1995,7
lithospermum,canescens,1,F4,1,1,1995,8
parthenium,integrifolium,10,F4,1,1,1995,8
ratibida,pinnata,5,F4,1,1,1995,4
rosa,carolina,15,F4,1,1,1995,5
scutellaria,parvula,3,F4,1,1,1995,7
silphium,terebinthinaceum,7,F4,1,1,1995,5
solidago,rigida,7,F4,1,1,1995,3
spartina,pectinata,5,F4,1,1,1995,4
allium,cernuum,4,G4,1,1,1995,7
anemone,cylindrica,3,G4,1,1,1995,8
symphyotrichum,laeve,15,G4,1,1,1995,9
cirsium,discolor,2,G4,1,1,1995,3
comandra,umbellata,5,G4,1,1,1995,9
coreopsis,palmata,10,G4,1,1,1995,10
carex,buxbaumii,3,G4,1,1,1995,10
carex,pellita,5,G4,1,1,1995,4
eryngium,yuccifolium,10,G4,1,1,1995,9
fragaria,virginiana,4,G4,1,1,1995,0
liatris,aspera,10,G4,1,1,1995,8
lithospermum,canescens,2,G4,1,1,1995,8
dichanthelium,leibergii,10,G4,1,1,1995,10
drymocallis,arguta,5,G4,1,1,1995,10
ratibida,pinnata,5,G4,1,1,1995,4
rosa,carolina,15,G4,1,1,1995,5
scutellaria,parvula,2,G4,1,1,1995,7
packera,paupercula,2,G4,1,1,1995,4
silphium,laciniatum,10,G4,1,1,1995,5
maianthemum,stellatum,2,G4,1,1,1995,5
solidago,rigida,10,G4,1,1,1995,3
heserostipa,spartea,1,G4,1,1,1995,8
achillea,millefolium,3,H4,1,1,1995,0
asclepias,syriaca,5,H4,1,1,1995,0
symphyotrichum,ericoides,3,H4,1,1,1995,6
symphyotrichum,pilosum,5,H4,1,1,1995,0
cirsium,discolor,15,H4,1,1,1995,3
comandra,umbellata,5,H4,1,1,1995,9
coreopsis,palmata,10,H4,1,1,1995,10
carex,pellita,10,H4,1,1,1995,4
equisetum,arvense,5,H4,1,1,1995,0
fragaria,virginiana,10,H4,1,1,1995,0
geum,aleppicum,5,H4,1,1,1995,3
poa,pratensis,3,H4,0,1,1995,0
rosa,carolina,80,H4,1,1,1995,5
maianthemum,stellatum,10,H4,1,1,1995,5
solidago,gigantea,10,H4,1,1,1995,4
spartina,pectinata,2,H4,1,1,1995,4
achillea,millefolium,10,I4,1,1,1995,0
allium,canadense,1,I4,1,1,1995,3
allium,cernuum,5,I4,1,1,1995,7
symphyotrichum,laeve,10,I4,1,1,1995,9
cirsium,discolor,3,I4,1,1,1995,3
comandra,umbellata,10,I4,1,1,1995,9
coreopsis,palmata,15,I4,1,1,1995,10
carex,pellita,5,I4,1,1,1995,4
eryngium,yuccifolium,6,I4,1,1,1995,9
eupatorium,altissimum,2,I4,1,1,1995,0
fragaria,virginiana,10,I4,1,1,1995,0
liatris,aspera,10,I4,1,1,1995,8
monarda,fistulosa,5,I4,1,1,1995,4
rosa,carolina,25,I4,1,1,1995,5
rudbeckia,hirta,5,I4,1,1,1995,1
silphium,terebinthinaceum,4,I4,1,1,1995,5
maianthemum,stellatum,15,I4,1,1,1995,5
spartina,pectinata,2,I4,1,1,1995,4
tradescantia,ohiensis,2,I4,1,1,1995,3
viola,sororia,5,I4,1,1,1995,3
zizia,aurea,10,I4,1,1,1995,5
achillea,millefolium,5,J4,1,1,1995,0
allium,canadense,1,J4,1,1,1995,3
allium,cernuum,2,J4,1,1,1995,7
symphyotrichum,ericoides,1,J4,1,1,1995,6
symphyotrichum,laeve,10,J4,1,1,1995,9
comandra,umbellata,5,J4,1,1,1995,9
carex,pellita,5,J4,1,1,1995,4
eryngium,yuccifolium,5,J4,1,1,1995,9
fragaria,virginiana,5,J4,1,1,1995,0
geum,aleppicum,2,J4,1,1,1995,3
liatris,aspera,1,J4,1,1,1995,8
lithospermum,canescens,3,J4,1,1,1995,8
rosa,carolina,25,J4,1,1,1995,5
silphium,integrifolium,3,J4,1,1,1995,5
silphium,laciniatum,15,J4,1,1,1995,5
silphium,terebinthinaceum,15,J4,1,1,1995,5
maianthemum,stellatum,20,J4,1,1,1995,5
sporobolus,heterolepis,25,J4,1,1,1995,10
heserostipa,spartea,3,J4,1,1,1995,8
tradescantia,ohiensis,2,J4,1,1,1995,3
apocynum,cannabinum,5,K4,1,1,1995,2
carex,buxbaumii,2,K4,1,1,1995,10
carex,pellita,20,K4,1,1,1995,4
geum,aleppicum,5,K4,1,1,1995,3
lycopus,americanus,5,K4,1,1,1995,4
pycnanthemum,virginianum,15,K4,1,1,1995,5
rorippa,palustris,3,K4,1,1,1995,4
rosa,carolina,60,K4,1,1,1995,5
silphium,terebinthinaceum,3,K4,1,1,1995,5
taraxacum,officinale,1,K4,0,1,1995,0
apocynum,cannabinum,3,L4,1,1,1995,2
symphyotrichum,lanceolatum,20,L4,1,1,1995,3
cornus,racemosa,50,L4,1,1,1995,1
carex,brevior,2,L4,1,1,1995,3
carex,pellita,10,L4,1,1,1995,4
fraxinus,pennsylvanica,25,L4,1,1,1995,4
geum,aleppicum,75,L4,1,1,1995,3
lycopus,americanus,15,L4,1,1,1995,4
carex,pellita,5,A5,1,1,1995,4
helianthus,grosseserratus,25,A5,1,1,1995,4
phalaris,arundinacea,10,A5,0,1,1995,0
poa,pratensis,3,A5,0,1,1995,0
rosa,carolina,25,A5,1,1,1995,5
solidago,gigantea,15,A5,1,1,1995,4
tradescantia,ohiensis,5,A5,1,1,1995,3
allium,canadense,1,B5,1,1,1995,3
allium,cernuum,5,B5,1,1,1995,7
amorpha,canescens,3,B5,1,1,1995,10
symphyotrichum,laeve,3,B5,1,1,1995,9
baptisia,bracteata,5,B5,1,1,1995,10
comandra,umbellata,3,B5,1,1,1995,9
coreopsis,palmata,10,B5,1,1,1995,10
carex,pellita,5,B5,1,1,1995,4
erigeron,strigosus,3,B5,1,1,1995,5
eryngium,yuccifolium,15,B5,1,1,1995,9
fragaria,virginiana,5,B5,1,1,1995,0
gentiana,puberulenta,2,B5,1,1,1995,10
liatris,aspera,2,B5,1,1,1995,8
parthenium,integrifolium,3,B5,1,1,1995,8
rosa,carolina,20,B5,1,1,1995,5
silphium,integrifolium,7,B5,1,1,1995,5
silphium,terebinthinaceum,25,B5,1,1,1995,5
sporobolus,heterolepis,25,B5,1,1,1995,10
achillea,millefolium,5,C5,1,1,1995,0
allium,cernuum,5,C5,1,1,1995,7
amorpha,canescens,7,C5,1,1,1995,10
schizachyrium,scoparium,3,C5,1,1,1995,5
symphyotrichum,laeve,2,C5,1,1,1995,9
symphyotrichum,pilosum,2,C5,1,1,1995,0
baptisia,bracteata,5,C5,1,1,1995,10
comandra,umbellata,10,C5,1,1,1995,9
coreopsis,palmata,10,C5,1,1,1995,10
carex,pellita,5,C5,1,1,1995,4
erigeron,strigosus,2,C5,1,1,1995,5
eryngium,yuccifolium,5,C5,1,1,1995,9
fragaria,virginiana,5,C5,1,1,1995,0
juncus,balticus ssp. littoralis,3,C5,1,1,1995,2
dichanthelium,leibergii,5,C5,1,1,1995,10
panicum,virgatum,3,C5,1,1,1995,3
parthenium,integrifolium,2,C5,1,1,1995,8
poa,pratensis,5,C5,0,1,1995,0
ratibida,pinnata,3,C5,1,1,1995,4
rosa,carolina,40,C5,1,1,1995,5
silphium,terebinthinaceum,5,C5,1,1,1995,5
sorghastrum,nutans,1,C5,1,1,1995,5
spartina,pectinata,1,C5,1,1,1995,4
viola,pedatifida,3,C5,1,1,1995,9
comandra,umbellata,5,D5,1,1,1995,9
carex,buxbaumii,2,D5,1,1,1995,10
carex,pellita,3,D5,1,1,1995,4
eryngium,yuccifolium,5,D5,1,1,1995,9
fragaria,virginiana,3,D5,1,1,1995,0
galium,obtusum,1,D5,1,1,1995,5
liatris,aspera,3,D5,1,1,1995,8
lithospermum,canescens,1,D5,1,1,1995,8
dichanthelium,leibergii,2,D5,1,1,1995,10
parthenium,integrifolium,2,D5,1,1,1995,8
phlox,pilosa ssp. fulgida,2,D5,1,1,1995,8
rosa,carolina,5,D5,1,1,1995,5
silphium,laciniatum,5,D5,1,1,1995,5
silphium,terebinthinaceum,30,D5,1,1,1995,5
sorghastrum,nutans,2,D5,1,1,1995,5
sporobolus,heterolepis,75,D5,1,1,1995,10
tradescantia,ohiensis,2,D5,1,1,1995,3
viola,sororia,2,D5,1,1,1995,3
ambrosia,artemisiifolia,2,E5,1,1,1995,0
apocynum,cannabinum,20,E5,1,1,1995,2
calamagrostis,canadensis,5,E5,1,1,1995,6
carex,buxbaumii,2,E5,1,1,1995,10
carex,pellita,15,E5,1,1,1995,4
fragaria,virginiana,3,E5,1,1,1995,0
galium,obtusum,1,E5,1,1,1995,5
geum,aleppicum,7,E5,1,1,1995,3
helianthus,grosseserratus,10,E5,1,1,1995,4
juncus,dudleyi,2,E5,1,1,1995,2
lycopus,americanus,2,E5,1,1,1995,4
malus,toringa,2,E5,0,1,1995,0
poa,pratensis,5,E5,0,1,1995,0
pycnanthemum,virginianum,5,E5,1,1,1995,5
rosa,carolina,20,E5,1,1,1995,5
packera,aurea,1,E5,1,1,1995,8
tradescantia,ohiensis,2,E5,1,1,1995,3
allium,canadense,1,F5,1,1,1995,3
allium,cernuum,2,F5,1,1,1995,7
ambrosia,artemisiifolia,1,F5,1,1,1995,0
symphyotrichum,ericoides,1,F5,1,1,1995,6
comandra,umbellata,20,F5,1,1,1995,9
carex,buxbaumii,3,F5,1,1,1995,10
carex,pellita,5,F5,1,1,1995,4
liatris,aspera,2,F5,1,1,1995,8
dichanthelium,leibergii,5,F5,1,1,1995,10
rosa,carolina,10,F5,1,1,1995,5
silphium,terebinthinaceum,1,F5,1,1,1995,5
sporobolus,heterolepis,85,F5,1,1,1995,10
tradescantia,ohiensis,5,F5,1,1,1995,3
schizachyrium,scoparium,2,G5,1,1,1995,5
symphyotrichum,laeve,10,G5,1,1,1995,9
comandra,umbellata,2,G5,1,1,1995,9
coreopsis,palmata,40,G5,1,1,1995,10
carex,pellita,3,G5,1,1,1995,4
eryngium,yuccifolium,5,G5,1,1,1995,9
fragaria,virginiana,3,G5,1,1,1995,0
koeleria,macrantha,2,G5,1,1,1995,8
liatris,aspera,3,G5,1,1,1995,8
lithospermum,canescens,2,G5,1,1,1995,8
dichanthelium,leibergii,5,G5,1,1,1995,10
rosa,carolina,10,G5,1,1,1995,5
silphium,terebinthinaceum,1,G5,1,1,1995,5
maianthemum,stellatum,3,G5,1,1,1995,5
sorghastrum,nutans,2,G5,1,1,1995,5
spartina,pectinata,2,G5,1,1,1995,4
sporobolus,heterolepis,50,G5,1,1,1995,10
viola,pedatifida,2,G5,1,1,1995,9
allium,cernuum,7,H5,1,1,1995,7
amorpha,canescens,3,H5,1,1,1995,10
symphyotrichum,ericoides,1,H5,1,1,1995,6
symphyotrichum,laeve,10,H5,1,1,1995,9
comandra,umbellata,10,H5,1,1,1995,9
coreopsis,palmata,15,H5,1,1,1995,10
equisetum,arvense,3,H5,1,1,1995,0
eryngium,yuccifolium,7,H5,1,1,1995,9
dichanthelium,leibergii,7,H5,1,1,1995,10
poa,pratensis,5,H5,0,1,1995,0
rosa,carolina,80,H5,1,1,1995,5
silphium,laciniatum,5,H5,1,1,1995,5
sisyrinchium,albidum,1,H5,1,1,1995,6
maianthemum,stellatum,10,H5,1,1,1995,5
achillea,millefolium,2,I5,1,1,1995,0
symphyotrichum,laeve,15,I5,1,1,1995,9
comandra,umbellata,5,I5,1,1,1995,9
coreopsis,palmata,30,I5,1,1,1995,10
carex,pellita,10,I5,1,1,1995,4
eryngium,yuccifolium,7,I5,1,1,1995,9
fragaria,virginiana,3,I5,1,1,1995,0
liatris,aspera,5,I5,1,1,1995,8
oenothera,biennis,3,I5,1,1,1995,0
dichanthelium,leibergii,10,I5,1,1,1995,10
dalea,purpurea,5,I5,1,1,1995,9
poa,pratensis,5,I5,0,1,1995,0
rosa,carolina,75,I5,1,1,1995,5
tradescantia,ohiensis,1,I5,1,1,1995,3
viola,sororia,2,I5,1,1,1995,3
allium,cernuum,5,J5,1,1,1995,7
symphyotrichum,laeve,10,J5,1,1,1995,9
comandra,umbellata,10,J5,1,1,1995,9
coreopsis,palmata,10,J5,1,1,1995,10
carex,buxbaumii,1,J5,1,1,1995,10
carex,pellita,5,J5,1,1,1995,4
eryngium,yuccifolium,15,J5,1,1,1995,9
fragaria,virginiana,100,J5,1,1,1995,0
liatris,aspera,5,J5,1,1,1995,8
rosa,carolina,75,J5,1,1,1995,5
silphium,integrifolium,5,J5,1,1,1995,5
silphium,terebinthinaceum,5,J5,1,1,1995,5
tradescantia,ohiensis,3,J5,1,1,1995,3
viola,sororia,5,J5,1,1,1995,3
allium,canadense,1,K5,1,1,1995,3
allium,cernuum,2,K5,1,1,1995,7
comandra,umbellata,1,K5,1,1,1995,9
calystegia,sepium,2,K5,1,1,1995,1
carex,pellita,3,K5,1,1,1995,4
glechoma,hederacea,1,K5,0,1,1995,0
pycnanthemum,virginianum,90,K5,1,1,1995,5
rosa,carolina,20,K5,1,1,1995,5
silphium,integrifolium,5,K5,1,1,1995,5
silphium,laciniatum,7,K5,1,1,1995,5
silphium,terebinthinaceum,5,K5,1,1,1995,5
maianthemum,stellatum,5,K5,1,1,1995,5
tradescantia,ohiensis,2,K5,1,1,1995,3
allium,canadense,1,L5,1,1,1995,3
ambrosia,trifida,75,L5,1,1,1995,0
apocynum,cannabinum,5,L5,1,1,1995,2
symphyotrichum,novae-angliae,2,L5,1,1,1995,3
symphyotrichum,lanceolatum,20,L5,1,1,1995,3
bidens,frondosa,10,L5,1,1,1995,1
carex,pellita,3,L5,1,1,1995,4
equisetum,arvense,10,L5,1,1,1995,0
geum,canadense,10,L5,1,1,1995,1
helianthus,grosseserratus,15,L5,1,1,1995,4
lycopus,americanus,5,L5,1,1,1995,4
mentha,arvensis,1,L5,1,1,1995,5
dichanthelium,leibergii,1,L5,1,1,1995,10
persicaria,pensylvanica,3,L5,1,1,1995,0
sonchus,asper,1,L5,0,1,1995,0
taraxacum,officinale,2,L5,0,1,1995,0
elymus,repens,2,A6,0,1,1995,0
calystegia,sepium,3,A6,1,1,1995,1
daucus,carota,5,A6,0,1,1995,0
fragaria,virginiana,5,A6,1,1,1995,0
galium,aparine,10,A6,1,1,1995,0
geum,canadense,10,A6,1,1,1995,1
glechoma,hederacea,10,A6,0,1,1995,0
helianthus,grosseserratus,15,A6,1,1,1995,4
phalaris,arundinacea,10,A6,0,1,1995,0
rosa,carolina,20,A6,1,1,1995,5
rumex,crispus,3,A6,0,1,1995,0
solidago,canadensis,60,A6,1,1,1995,1
tradescantia,ohiensis,2,A6,1,1,1995,3
achillea,millefolium,5,B6,1,1,1995,0
allium,cernuum,1,B6,1,1,1995,7
amorpha,canescens,30,B6,1,1,1995,10
symphyotrichum,ericoides,2,B6,1,1,1995,6
symphyotrichum,laeve,2,B6,1,1,1995,9
baptisia,bracteata,10,B6,1,1,1995,10
comandra,umbellata,5,B6,1,1,1995,9
coreopsis,palmata,50,B6,1,1,1995,10
carex,pellita,5,B6,1,1,1995,4
fragaria,virginiana,5,B6,1,1,1995,0
liatris,aspera,2,B6,1,1,1995,8
dichanthelium,leibergii,3,B6,1,1,1995,10
poa,pratensis,10,B6,0,1,1995,0
rosa,carolina,10,B6,1,1,1995,5
silphium,integrifolium,5,B6,1,1,1995,5
silphium,terebinthinaceum,5,B6,1,1,1995,5
solidago,canadensis,10,B6,1,1,1995,1
viola,pedatifida,1,B6,1,1,1995,9
zizia,aurea,5,B6,1,1,1995,5
achillea,millefolium,5,C6,1,1,1995,0
allium,cernuum,5,C6,1,1,1995,7
amorpha,canescens,5,C6,1,1,1995,10
symphyotrichum,laeve,5,C6,1,1,1995,9
comandra,umbellata,10,C6,1,1,1995,9
coreopsis,palmata,15,C6,1,1,1995,10
carex,pellita,3,C6,1,1,1995,4
erigeron,strigosus,3,C6,1,1,1995,5
eryngium,yuccifolium,2,C6,1,1,1995,9
fragaria,virginiana,5,C6,1,1,1995,0
gentiana,puberulenta,3,C6,1,1,1995,10
liatris,aspera,5,C6,1,1,1995,8
dichanthelium,leibergii,10,C6,1,1,1995,10
parthenium,integrifolium,10,C6,1,1,1995,8
poa,pratensis,5,C6,0,1,1995,0
rosa,carolina,7,C6,1,1,1995,5
packera,paupercula,1,C6,1,1,1995,4
silphium,terebinthinaceum,25,C6,1,1,1995,5
viola,pedatifida,2,C6,1,1,1995,9
allium,cernuum,2,D6,1,1,1995,7
symphyotrichum,laeve,1,D6,1,1,1995,9
baptisia,alba var. macrophylla,2,D6,1,1,1995,8
comandra,umbellata,7,D6,1,1,1995,9
coreopsis,palmata,5,D6,1,1,1995,10
carex,pellita,15,D6,1,1,1995,4
eryngium,yuccifolium,7,D6,1,1,1995,9
fragaria,virginiana,5,D6,1,1,1995,0
liatris,aspera,5,D6,1,1,1995,8
lithospermum,canescens,3,D6,1,1,1995,8
dichanthelium,leibergii,3,D6,1,1,1995,10
panicum,virgatum,1,D6,1,1,1995,3
poa,pratensis,5,D6,0,1,1995,0
ratibida,pinnata,1,D6,1,1,1995,4
rosa,carolina,10,D6,1,1,1995,5
silphium,terebinthinaceum,25,D6,1,1,1995,5
spartina,pectinata,1,D6,1,1,1995,4
sporobolus,heterolepis,10,D6,1,1,1995,10
viola,pedatifida,2,D6,1,1,1995,9
viola,sororia,5,D6,1,1,1995,3
allium,cernuum,3,E6,1,1,1995,7
andropogon,gerardii,3,E6,1,1,1995,5
comandra,umbellata,5,E6,1,1,1995,9
carex,pellita,30,E6,1,1,1995,4
carex,tetanica,5,E6,1,1,1995,7
eryngium,yuccifolium,3,E6,1,1,1995,9
galium,obtusum,1,E6,1,1,1995,5
gentiana,andrewsii,5,E6,1,1,1995,9
juncus,dudleyi,1,E6,1,1,1995,2
liatris,spicata,5,E6,1,1,1995,7
lycopus,americanus,2,E6,1,1,1995,4
lysimachia,quadriflora,1,E6,1,1,1995,10
panicum,virgatum,2,E6,1,1,1995,3
poa,pratensis,3,E6,0,1,1995,0
pycnanthemum,virginianum,2,E6,1,1,1995,5
packera,aurea,2,E6,1,1,1995,8
silphium,laciniatum,5,E6,1,1,1995,5
silphium,terebinthinaceum,10,E6,1,1,1995,5
symphyotrichum,laeve,1,F6,1,1,1995,9
calamagrostis,canadensis,2,F6,1,1,1995,6
comandra,umbellata,10,F6,1,1,1995,9
carex,bicknellii,2,F6,1,1,1995,8
carex,buxbaumii,2,F6,1,1,1995,10
carex,pellita,5,F6,1,1,1995,4
eryngium,yuccifolium,15,F6,1,1,1995,9
galium,obtusum,2,F6,1,1,1995,5
helianthus,grosseserratus,15,F6,1,1,1995,4
panicum,virgatum,2,F6,1,1,1995,3
poa,pratensis,3,F6,0,1,1995,0
pycnanthemum,virginianum,5,F6,1,1,1995,5
rosa,carolina,10,F6,1,1,1995,5
silphium,laciniatum,2,F6,1,1,1995,5
sporobolus,heterolepis,75,F6,1,1,1995,10
tradescantia,ohiensis,1,F6,1,1,1995,3
amorpha,canescens,5,G6,1,1,1995,10
schizachyrium,scoparium,5,G6,1,1,1995,5
symphyotrichum,laeve,5,G6,1,1,1995,9
comandra,umbellata,10,G6,1,1,1995,9
coreopsis,palmata,10,G6,1,1,1995,10
carex,pellita,7,G6,1,1,1995,4
liatris,aspera,5,G6,1,1,1995,8
dichanthelium,leibergii,3,G6,1,1,1995,10
poa,pratensis,3,G6,0,1,1995,0
