"chamber","ecosystem_name","ecosystem_block","rep","gas","estimate","p.value","average_temp_kelvin","total_vol_m3","flux","units","date","plot","soil_moist_percent","osoil_moist_percent","plant_biomass_g","plant_cover_percent","soil_temp_c","term","std.error","statistic","season"
"383","SW 2-3","SW",2,3,"CO2",2.07315815912429,0.00897334561097,285.9,0.007081765,0.207933168971085,"umol_m2_s1",2023-03-22,"SW_2",57.2,NA,NA,NA,6.8,NA,NA,NA,NA
"384","SW 2-4","SW",2,4,"CO2",5.57302533119474,0.000763110204158763,285.6,0.008538549,0.674653643948685,"umol_m2_s1",2023-03-22,"SW_2",56.1,NA,NA,NA,5.9,NA,NA,NA,NA
"385","UP 1-1","UP",1,1,"CO2",5.37903161511282,0.00170641921717962,286.1,0.009171934,0.698250316772255,"umol_m2_s1",2023-03-22,"UP_1",53.3,NA,NA,NA,5.2,NA,NA,NA,NA
"386","UP 1-2","UP",1,2,"CO2",4.85530607224886,0.0192482945128147,285.85,0.009551964,0.656954171024571,"umol_m2_s1",2023-03-22,"UP_1",52.4,NA,NA,NA,4.9,NA,NA,NA,NA
"387","UP 1-3","UP",1,3,"CO2",4.39060293005558,0.0153062101673397,285.7,0.007968503,0.49585494012627,"umol_m2_s1",2023-03-22,"UP_1",54.7,NA,NA,NA,4.9,NA,NA,NA,NA
"388","UP 1-4","UP",1,4,"CO2",3.93392812911974,0.0672077759289488,285.95,0.007905165,0.440363425130565,"umol_m2_s1",2023-03-22,"UP_1",54.1,NA,NA,NA,4.8,NA,NA,NA,NA
"389","UP 2-1","UP",2,1,"CO2",3.1890148523068,0.00995517711248416,286.25,0.00891858,0.402319182625064,"umol_m2_s1",2023-03-22,"UP_2",49.1,NA,NA,NA,5.3,NA,NA,NA,NA
"390","UP 2-2","UP",2,2,"CO2",1.76477388839596,0.0301210456581162,286.45,0.006765073,0.168762795789001,"umol_m2_s1",2023-03-22,"UP_2",48.9,NA,NA,NA,5.7,NA,NA,NA,NA
"391","UP 2-3","UP",2,3,"CO2",2.65818012194719,0.0212392737234014,285.85,0.008981918,0.338204418156526,"umol_m2_s1",2023-03-22,"UP_2",49.2,NA,NA,NA,5.4,NA,NA,NA,NA
"392","UP 2-4","UP",2,4,"CO2",3.17442225997616,0.0096244494020055,286.05,0.008475211,0.380835341827555,"umol_m2_s1",2023-03-22,"UP_2",43.1,NA,NA,NA,5.3,NA,NA,NA,NA
"393","SW 1-1","SW",1,1,"CH4",NA,NA,273,0.006385043,NA,"nmol_m2_s1",2023-03-22,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","SW 1-3","SW",1,3,"CH4",NA,NA,273,0.006955088,NA,"nmol_m2_s1",2023-03-22,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","SW 1-4","SW",1,4,"CH4",NA,NA,273,0.01012201,NA,"nmol_m2_s1",2023-03-22,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","SW 2-1","SW",2,1,"CH4",7.76632293130812e-05,0.96295483157069,285.7,0.007588473,0.00835263645327381,"nmol_m2_s1",2023-03-22,"SW_2",55.2,NA,NA,NA,6.3,NA,NA,NA,NA
"397","SW 2-3","SW",2,3,"CH4",0.00138777441587867,0.00351563710974887,285.9,0.007081765,0.139190698423385,"nmol_m2_s1",2023-03-22,"SW_2",57.2,NA,NA,NA,6.8,NA,NA,NA,NA
"398","SW 2-4","SW",2,4,"CH4",0.00112758111640099,0.394896291793569,285.6,0.008538549,0.136501570299622,"nmol_m2_s1",2023-03-22,"SW_2",56.1,NA,NA,NA,5.9,NA,NA,NA,NA
"399","UP 1-1","UP",1,1,"CH4",0.00241975722368866,0.000784960580644459,286.1,0.009171934,0.314107885740159,"nmol_m2_s1",2023-03-22,"UP_1",53.3,NA,NA,NA,5.2,NA,NA,NA,NA
"400","UP 1-2","UP",1,2,"CH4",0.00205045079211516,0.0321630735171703,285.85,0.009551964,0.277439193392965,"nmol_m2_s1",2023-03-22,"UP_1",52.4,NA,NA,NA,4.9,NA,NA,NA,NA
"401","UP 1-3","UP",1,3,"CH4",-0.00064186521435579,0.509491145049648,285.7,0.007968503,-0.0724893693426058,"nmol_m2_s1",2023-03-22,"UP_1",54.7,NA,NA,NA,4.9,NA,NA,NA,NA
"402","UP 1-4","UP",1,4,"CH4",0.000499973613680539,0.70109421506063,285.95,0.007905165,0.0559669840853278,"nmol_m2_s1",2023-03-22,"UP_1",54.1,NA,NA,NA,4.8,NA,NA,NA,NA
"403","UP 2-1","UP",2,1,"CH4",0.000187161643865859,0.813230165469228,286.25,0.00891858,0.0236119062049547,"nmol_m2_s1",2023-03-22,"UP_2",49.1,NA,NA,NA,5.3,NA,NA,NA,NA
"404","UP 2-2","UP",2,2,"CH4",0.00233287372769463,0.0543309020585019,286.45,0.006765073,0.223089368613844,"nmol_m2_s1",2023-03-22,"UP_2",48.9,NA,NA,NA,5.7,NA,NA,NA,NA
"405","UP 2-3","UP",2,3,"CH4",0.00244122211937378,0.050413646313778,285.85,0.008981918,0.310600511852768,"nmol_m2_s1",2023-03-22,"UP_2",49.2,NA,NA,NA,5.4,NA,NA,NA,NA
"406","UP 2-4","UP",2,4,"CH4",-0.000482247562987835,0.402073070301111,286.05,0.008475211,-0.0578552254410405,"nmol_m2_s1",2023-03-22,"UP_2",43.1,NA,NA,NA,5.3,NA,NA,NA,NA
"407","SW 1-1","SW",1,1,"N2O",NA,NA,273,0.006385043,NA,"nmol_m2_s1",2023-03-22,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","SW 1-3","SW",1,3,"N2O",NA,NA,273,0.006955088,NA,"nmol_m2_s1",2023-03-22,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","SW 1-4","SW",1,4,"N2O",NA,NA,273,0.01012201,NA,"nmol_m2_s1",2023-03-22,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","SW 2-1","SW",2,1,"N2O",0.000608146296533644,0.0280559578775978,285.7,0.007588473,0.0654057907490951,"nmol_m2_s1",2023-03-22,"SW_2",55.2,NA,NA,NA,6.3,NA,NA,NA,NA
"411","SW 2-3","SW",2,3,"N2O",0.000449615343524525,0.0472146783923786,285.9,0.007081765,0.0450954225492223,"nmol_m2_s1",2023-03-22,"SW_2",57.2,NA,NA,NA,6.8,NA,NA,NA,NA
"412","SW 2-4","SW",2,4,"N2O",0.000501766436228343,0.182067434325069,285.6,0.008538549,0.060742331946305,"nmol_m2_s1",2023-03-22,"SW_2",56.1,NA,NA,NA,5.9,NA,NA,NA,NA
"413","UP 1-1","UP",1,1,"N2O",0.000606199925152195,0.00870283242627883,286.1,0.009171934,0.0786906120007923,"nmol_m2_s1",2023-03-22,"UP_1",53.3,NA,NA,NA,5.2,NA,NA,NA,NA
"414","UP 1-2","UP",1,2,"N2O",0.000555622348694224,0.00962252694338914,285.85,0.009551964,0.0751792809881646,"nmol_m2_s1",2023-03-22,"UP_1",52.4,NA,NA,NA,4.9,NA,NA,NA,NA
"415","UP 1-3","UP",1,3,"N2O",0.000554735531537203,0.0368131082417398,285.7,0.007968503,0.0626493349907213,"nmol_m2_s1",2023-03-22,"UP_1",54.7,NA,NA,NA,4.9,NA,NA,NA,NA
"416","UP 1-4","UP",1,4,"N2O",0.000484144947068367,0.101748148877803,285.95,0.007905165,0.0541951251149034,"nmol_m2_s1",2023-03-22,"UP_1",54.1,NA,NA,NA,4.8,NA,NA,NA,NA
"417","UP 2-1","UP",2,1,"N2O",0.000445212814555447,0.0752050913689798,286.25,0.00891858,0.0561670810396463,"nmol_m2_s1",2023-03-22,"UP_2",49.1,NA,NA,NA,5.3,NA,NA,NA,NA
"418","UP 2-2","UP",2,2,"N2O",0.000333101938777245,0.146177406467636,286.45,0.006765073,0.0318540606478939,"nmol_m2_s1",2023-03-22,"UP_2",48.9,NA,NA,NA,5.7,NA,NA,NA,NA
"419","UP 2-3","UP",2,3,"N2O",0.000510606646996445,0.00455570771217633,285.85,0.008981918,0.0649652830252103,"nmol_m2_s1",2023-03-22,"UP_2",49.2,NA,NA,NA,5.4,NA,NA,NA,NA
"420","UP 2-4","UP",2,4,"N2O",0.000273758449652509,0.215246111828171,286.05,0.008475211,0.0328427928653631,"nmol_m2_s1",2023-03-22,"UP_2",43.1,NA,NA,NA,5.3,NA,NA,NA,NA
"421","SW 1-1","SW",1,1,"CO2",34.6989370923929,6.58818268143882e-05,312.1,0.006385043,2.87441989859101,"umol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"422","SW 1-2","SW",1,2,"CO2",32.6716039035334,0.00230577360920442,312.1,0.007651811,3.24343278569023,"umol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"423","SW 1-3","SW",1,3,"CO2",34.8149281422434,9.92961412930545e-05,311.55,0.006955088,3.14705518319785,"umol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"424","SW 1-4","SW",1,4,"CO2",43.9213407074895,3.97972668403508e-06,312.6,0.01012201,5.75860590620229,"umol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"425","SW 2-1","SW",2,1,"CO2",48.7437176971437,0.0296737289599716,308.55,0.007588473,4.85413078959247,"umol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"426","SW 2-2","SW",2,2,"CO2",35.0429765813477,0.00168475618804622,309.5,0.007145104,3.27576600033331,"umol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"427","SW 2-3","SW",2,3,"CO2",23.834809167669,0.000597438436356995,310.25,0.007081765,2.20295376034906,"umol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"428","SW 2-4","SW",2,4,"CO2",45.1292491155099,0.0014296822236309,310,0.008538549,5.03320327107066,"umol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"429","UP 1-1","UP",1,1,"CO2",32.9194647290463,0.000388070721381175,309.25,0.009171934,3.95337452149689,"umol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"430","UP 1-2","UP",1,2,"CO2",28.5738955733215,0.00074800108592709,309.8,0.009551964,3.56734159904661,"umol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"431","UP 1-3","UP",1,3,"CO2",29.1225748479589,0.00126318081831305,309.8,0.007968503,3.03311640918058,"umol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"432","UP 1-4","UP",1,4,"CO2",29.1401072225216,0.000759405944427994,310.35,0.007905165,3.00548328016345,"umol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"433","UP 2-1","UP",2,1,"CO2",26.3172890010665,0.000225124554616898,309,0.00891858,3.0756886072235,"umol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"434","UP 2-2","UP",2,2,"CO2",26.6115218157917,0.00146180890147641,308.7,0.006765073,2.36139995277793,"umol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"435","UP 2-3","UP",2,3,"CO2",14.6761073326784,0.0326193175825818,308.55,0.008981918,1.7298896322091,"umol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"436","UP 2-4","UP",2,4,"CO2",36.430471269527,0.000710193625380082,310.4,0.008475211,4.02770428884571,"umol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"437","SW 1-1","SW",1,1,"CH4",0.00130178901267736,0.489176381426643,312.1,0.006385043,0.107838699261693,"nmol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"438","SW 1-2","SW",1,2,"CH4",-0.00763349574332692,0.271232615750704,312.1,0.007651811,-0.757805782551611,"nmol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"439","SW 1-3","SW",1,3,"CH4",-0.00108163697101822,0.760648125717228,311.55,0.006955088,-0.0977733236177799,"nmol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"440","SW 1-4","SW",1,4,"CH4",0.0118789819519957,0.0252514158652173,312.6,0.01012201,1.55747467009285,"nmol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"441","SW 2-1","SW",2,1,"CH4",-0.00515800605756823,0.261621267169363,308.55,0.007588473,-0.513658727725923,"nmol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"442","SW 2-2","SW",2,2,"CH4",-0.0061684968532024,0.0494027744143928,309.5,0.007145104,-0.576622029181128,"nmol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"443","SW 2-3","SW",2,3,"CH4",-0.00942418209972757,0.0935345029978198,310.25,0.007081765,-0.871038540680691,"nmol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"444","SW 2-4","SW",2,4,"CH4",-0.0121270711308714,0.0537427456492731,310,0.008538549,-1.35251561416809,"nmol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"445","UP 1-1","UP",1,1,"CH4",-0.00587851998867842,0.386373353050272,309.25,0.009171934,-0.705965037361188,"nmol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"446","UP 1-2","UP",1,2,"CH4",-0.00687107299275187,0.00556292655066563,309.8,0.009551964,-0.857827188954067,"nmol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"447","UP 1-3","UP",1,3,"CH4",-0.00964660157270103,0.0235809508706378,309.8,0.007968503,-1.00469363288588,"nmol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"448","UP 1-4","UP",1,4,"CH4",-0.011196456359774,0.0677353133994225,310.35,0.007905165,-1.15479198924748,"nmol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"449","UP 2-1","UP",2,1,"CH4",0.00421304155422209,0.140570662957575,309,0.00891858,0.492376091988614,"nmol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"450","UP 2-2","UP",2,2,"CH4",-0.00223308873402283,0.457520697310044,308.7,0.006765073,-0.198155357952555,"nmol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"451","UP 2-3","UP",2,3,"CH4",-0.00405078769895001,0.219088508658544,308.55,0.008981918,-0.477470999894556,"nmol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"452","UP 2-4","UP",2,4,"CH4",0.00231465743532585,0.389222053115576,310.4,0.008475211,0.255905437250512,"nmol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"453","SW 1-1","SW",1,1,"N2O",0.00125817680999923,0.125105886089376,312.1,0.006385043,0.104225914729832,"nmol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"454","SW 1-2","SW",1,2,"N2O",0.00183370629304797,0.0325722896303103,312.1,0.007651811,0.182038908397609,"nmol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"455","SW 1-3","SW",1,3,"N2O",0.00298560874402743,0.0156430097316262,311.55,0.006955088,0.269880651038647,"nmol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"456","SW 1-4","SW",1,4,"N2O",0.00130703616472687,0.0145490017602918,312.6,0.01012201,0.171367860283297,"nmol_m2_s1",2023-06-02,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"457","SW 2-1","SW",2,1,"N2O",0.00148762446659273,0.255909874433553,308.55,0.007588473,0.148144705980479,"nmol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"458","SW 2-2","SW",2,2,"N2O",0.000163940246590581,0.842470564278604,309.5,0.007145104,0.0153248935523796,"nmol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"459","SW 2-3","SW",2,3,"N2O",-0.000621745860994553,0.279968826519817,310.25,0.007081765,-0.0574654226440096,"nmol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"460","SW 2-4","SW",2,4,"N2O",4.65393055204858e-05,0.75148457270996,310,0.008538549,0.00519046492839966,"nmol_m2_s1",2023-06-02,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"461","UP 1-1","UP",1,1,"N2O",0.000403607737503415,0.516924827260259,309.25,0.009171934,0.0484701850184437,"nmol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"462","UP 1-2","UP",1,2,"N2O",0.000447525237091936,0.0300913239341787,309.8,0.009551964,0.0558718145660137,"nmol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"463","UP 1-3","UP",1,3,"N2O",0.000178486614269521,0.687891575305517,309.8,0.007968503,0.018589382339519,"nmol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"464","UP 1-4","UP",1,4,"N2O",0.000304704962257147,0.385404591261938,310.35,0.007905165,0.0314269835197759,"nmol_m2_s1",2023-06-02,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"465","UP 2-1","UP",2,1,"N2O",0.00095463840040157,0.033711176577386,309,0.00891858,0.111568119801936,"nmol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"466","UP 2-2","UP",2,2,"N2O",0.00070848135447398,0.0577268581665576,308.7,0.006765073,0.0628678002175023,"nmol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"467","UP 2-3","UP",2,3,"N2O",0.000182891937792915,0.600166573545067,308.55,0.008981918,0.0215576828262986,"nmol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"468","UP 2-4","UP",2,4,"N2O",0.000144630738149516,0.374603816929875,310.4,0.008475211,0.0159901814070408,"nmol_m2_s1",2023-06-02,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"469","SW 1-1","SW",1,1,"CO2",30.6144273131288,0.00166000254814109,305.5,0.006385043,2.59085276309204,"umol_m2_s1",2023-06-15,"SW_1",41.3,NA,NA,15,24.1,"min_elapsed",2.81289462066685,10.8836026377238,"Summer"
"470","SW 1-2","SW",1,2,"CO2",29.4376162509452,0.000202617915019231,303.05,0.007651811,3.00965397573059,"umol_m2_s1",2023-06-15,"SW_1",45.2,NA,NA,5,24.4,"min_elapsed",1.33158309841683,22.1072318249943,"Summer"
"471","SW 1-3","SW",1,3,"CO2",25.4210916839435,0.000134028980513768,303.365,0.006955088,2.35990942107013,"umol_m2_s1",2023-06-15,"SW_1",40.1,NA,NA,10,24.2,"min_elapsed",1.00132950366002,25.3873391236606,"Summer"
"472","SW 1-4","SW",1,4,"CO2",31.6416497989432,7.74029102788299e-05,304.35,0.01012201,4.26104927990835,"umol_m2_s1",2023-06-15,"SW_1",45.7,NA,NA,30,23.9,"min_elapsed",1.03732273628014,30.5031873806321,"Summer"
"473","SW 2-1","SW",2,1,"CO2",42.2701048829645,0.000157431198275803,301.2,0.007588473,4.31217852622703,"umol_m2_s1",2023-06-15,"SW_2",11.9,NA,NA,40,18.8,"min_elapsed",1.75713462194647,24.0562699949192,"Summer"
"474","SW 2-2","SW",2,2,"CO2",37.1819342829879,0.000236477659595662,301,0.007145104,3.57386397906238,"umol_m2_s1",2023-06-15,"SW_2",14.1,NA,NA,5,19.1,"min_elapsed",1.77126691388626,20.9917172795875,"Summer"
"475","SW 2-3","SW",2,3,"CO2",36.131869194763,0.000363908022143378,301.9,0.007081765,3.43188565036786,"umol_m2_s1",2023-06-15,"SW_2",19.5,NA,NA,10,18.2,"min_elapsed",1.98900833865619,18.1657705966051,"Summer"
"476","SW 2-4","SW",2,4,"CO2",51.5375026524548,0.000422622530847369,302.4,0.008538549,5.89236498100749,"umol_m2_s1",2023-06-15,"SW_2",25.3,NA,NA,60,18.2,"min_elapsed",2.98324318726517,17.2756625649754,"Summer"
"477","UP 1-1","UP",1,1,"CO2",45.4965228377324,7.32985956761848e-05,300.55,0.009171934,5.62194219884063,"umol_m2_s1",2023-06-15,"UP_1",17.3,NA,NA,40,18.8,"min_elapsed",1.46462283892223,31.0636442561636,"Summer"
"478","UP 1-2","UP",1,2,"CO2",38.0180971695724,0.000594064471788912,302.7,0.009551964,4.85774388561995,"umol_m2_s1",2023-06-15,"UP_1",21.9,NA,NA,45,18.3,"min_elapsed",2.46770955854724,15.4062284347409,"Summer"
"479","UP 1-3","UP",1,3,"CO2",50.1499382264715,0.000444026511860796,301.45,0.007968503,5.36779394497782,"umol_m2_s1",2023-06-15,"UP_1",25.5,NA,NA,30,18,"min_elapsed",2.95152298306653,16.9912070867114,"Summer"
"480","UP 1-4","UP",1,4,"CO2",39.7733560348808,9.25901693286347e-05,301.4,0.007905165,4.22400000883314,"umol_m2_s1",2023-06-15,"UP_1",23.5,NA,NA,35,17.9,"min_elapsed",1.38437552708071,28.7301785222631,"Summer"
"481","UP 2-1","UP",2,1,"CO2",39.4586515920032,0.000849863113077502,303.3,0.00891858,4.6981786133009,"umol_m2_s1",2023-06-15,"UP_2",13.3,NA,NA,10,18.8,"min_elapsed",2.88985461700679,13.654199543392,"Summer"
"482","UP 2-2","UP",2,2,"CO2",54.3673127385668,0.00272954525373582,302.65,0.006765073,4.92077670139023,"umol_m2_s1",2023-06-15,"UP_2",22.1,NA,NA,15,18.6,"min_elapsed",5.91954119171754,9.18437949458583,"Summer"
"483","UP 2-3","UP",2,3,"CO2",29.2033509459616,0.000121173047145293,302.25,0.008981918,3.51398129409611,"umol_m2_s1",2023-06-15,"UP_2",15.8,NA,NA,5,18.1,"min_elapsed",1.11215523707576,26.2583405377357,"Summer"
"484","UP 2-4","UP",2,4,"CO2",34.1224075994443,0.000569374505334456,301.75,0.008475211,3.88067156413929,"umol_m2_s1",2023-06-15,"UP_2",15.3,NA,NA,25,18.5,"min_elapsed",2.18341855368525,15.6279736387928,"Summer"
"485","SW 1-1","SW",1,1,"CH4",-0.00242719317885475,0.0619608848999394,305.5,0.006385043,-0.205409694248868,"nmol_m2_s1",2023-06-15,"SW_1",41.3,NA,NA,15,24.1,"min_elapsed",0.000833883301812164,-2.91071085555985,"Summer"
"486","SW 1-2","SW",1,2,"CH4",-0.000804606328826952,0.331942384852169,303.05,0.007651811,-0.0822616415612211,"nmol_m2_s1",2023-06-15,"SW_1",45.2,NA,NA,5,24.4,"min_elapsed",0.000696982489925315,-1.15441397805154,"Summer"
"487","SW 1-3","SW",1,3,"CH4",-0.00210682841870343,0.173893503949067,303.365,0.006955088,-0.195582640418896,"nmol_m2_s1",2023-06-15,"SW_1",40.1,NA,NA,10,24.2,"min_elapsed",0.00118657819815437,-1.77554957775259,"Summer"
"488","SW 1-4","SW",1,4,"CH4",-0.00112923507494497,0.203031880743148,304.35,0.01012201,-0.152069387453439,"nmol_m2_s1",2023-06-15,"SW_1",45.7,NA,NA,30,23.9,"min_elapsed",0.000695739024791527,-1.62307278261895,"Summer"
"489","SW 2-1","SW",2,1,"CH4",-0.00587033291516111,0.00122341038115714,301.2,0.007588473,-0.598861148053678,"nmol_m2_s1",2023-06-15,"SW_2",11.9,NA,NA,40,18.8,"min_elapsed",0.000486301251383629,-12.0713917524555,"Summer"
"490","SW 2-2","SW",2,2,"CH4",-0.0057614918904136,0.0197514509645383,301,0.007145104,-0.553784754071556,"nmol_m2_s1",2023-06-15,"SW_2",14.1,NA,NA,5,19.1,"min_elapsed",0.0012629784257808,-4.56182922273727,"Summer"
"491","SW 2-3","SW",2,3,"CH4",-0.0130928582448684,0.0262138121051789,301.9,0.007081765,-1.2435889239679,"nmol_m2_s1",2023-06-15,"SW_2",19.5,NA,NA,10,18.2,"min_elapsed",0.00319168828763048,-4.10217322775859,"Summer"
"492","SW 2-4","SW",2,4,"CH4",-0.014480586364996,0.00140823545249026,302.4,0.008538549,-1.65558856386482,"nmol_m2_s1",2023-06-15,"SW_2",25.3,NA,NA,60,18.2,"min_elapsed",0.00125819341361575,-11.509030494272,"Summer"
"493","UP 1-1","UP",1,1,"CH4",-0.00992776082488798,0.000992626152723635,300.55,0.009171934,-1.22675962997212,"nmol_m2_s1",2023-06-15,"UP_1",17.3,NA,NA,40,18.8,"min_elapsed",0.000766246189661928,-12.9563591425729,"Summer"
"494","UP 1-2","UP",1,2,"CH4",-0.0109561951022287,0.00636325558097619,302.7,0.009551964,-1.39992250348887,"nmol_m2_s1",2023-06-15,"UP_1",21.9,NA,NA,45,18.3,"min_elapsed",0.0015989748808906,-6.85201201917963,"Summer"
"495","UP 1-3","UP",1,3,"CH4",-0.0100307836791947,0.00193144256799536,301.45,0.007968503,-1.0736439924096,"nmol_m2_s1",2023-06-15,"UP_1",25.5,NA,NA,30,18,"min_elapsed",0.000970404231984608,-10.3367064451897,"Summer"
"496","UP 1-4","UP",1,4,"CH4",-0.0117294912057872,0.00970163308919692,301.4,0.007905165,-1.24569249105865,"nmol_m2_s1",2023-06-15,"UP_1",23.5,NA,NA,35,17.9,"min_elapsed",0.0019866079701984,-5.90428075480626,"Summer"
"497","UP 2-1","UP",2,1,"CH4",-0.00322096598117954,0.0221295039638167,303.3,0.00891858,-0.383507111277323,"nmol_m2_s1",2023-06-15,"UP_2",13.3,NA,NA,10,18.8,"min_elapsed",0.0007366220200397,-4.37261701870649,"Summer"
"498","UP 2-2","UP",2,2,"CH4",-0.00855214732209382,0.00788984048260145,302.65,0.006765073,-0.774053473854399,"nmol_m2_s1",2023-06-15,"UP_2",22.1,NA,NA,15,18.6,"min_elapsed",0.0013461325046117,-6.35312444562115,"Summer"
"499","UP 2-3","UP",2,3,"CH4",-0.0042810948525181,0.0718596709512613,302.25,0.008981918,-0.515135651995446,"nmol_m2_s1",2023-06-15,"UP_2",15.8,NA,NA,5,18.1,"min_elapsed",0.0015673976705229,-2.7313392976333,"Summer"
"500","UP 2-4","UP",2,4,"CH4",-0.00422989677906375,0.0543936714752233,301.75,0.008475211,-0.48105750164078,"nmol_m2_s1",2023-06-15,"UP_2",15.3,NA,NA,25,18.5,"min_elapsed",0.0013760487190046,-3.07394405491947,"Summer"
"501","SW 1-1","SW",1,1,"N2O",-0.000112937241563765,0.840503996705305,305.5,0.006385043,-0.00955770824548436,"nmol_m2_s1",2023-06-15,"SW_1",41.3,NA,NA,15,24.1,"min_elapsed",0.000515036461110469,-0.219280090035298,"Summer"
"502","SW 1-2","SW",1,2,"N2O",0.00118743960825107,0.0551416419688168,303.05,0.007651811,0.121401892987788,"nmol_m2_s1",2023-06-15,"SW_1",45.2,NA,NA,5,24.4,"min_elapsed",0.000388487289427714,3.05657261013689,"Summer"
